case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
11,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,14.301,633,581,577,1214,1,
11,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,33.566,633,1324,1320,1957,1,
11,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,25.772,633,981,977,1614,1,
12,qwen3.8-max,S4,C,A,False,qwen3.8-max,qwen3.8-max,A,7.126,635,248,244,883,1,
12,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,14.631,635,499,495,1134,1,
12,qwen3.8-max,S6,C,A,False,qwen3.8-max,qwen3.8-max,A,12.138,635,438,434,1073,1,
13,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,10.696,575,345,341,920,1,
13,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,12.437,575,356,352,931,1,
13,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,12.026,575,203,200,778,1,
14,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,13.928,646,403,399,1049,1,
14,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,13.479,646,450,446,1096,1,
14,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,10.227,646,314,310,960,1,
15,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,17.105,643,680,676,1323,1,
15,qwen3.8-max,S5,C,B,False,qwen3.8-max,qwen3.8-max,B,23.599,643,819,816,1462,1,
15,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,13.999,643,459,455,1102,1,
16,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,7.1,550,265,261,815,1,
16,qwen3.8-max,S5,B,A,False,qwen3.8-max,qwen3.8-max,A,12.716,550,445,441,995,1,
16,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,7.869,550,259,255,809,1,
17,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,17.72,655,626,622,1281,1,
17,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,15.642,655,584,581,1239,1,
17,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,14.664,655,535,531,1190,1,
18,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,7.746,569,282,278,851,1,
18,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,7.989,569,270,266,839,1,
18,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,8.794,569,318,314,887,1,
19,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,17.836,558,641,637,1199,1,
19,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,7.766,558,261,257,819,1,
19,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,7.387,558,261,257,819,1,
20,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,24.418,668,821,817,1489,1,
20,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,28.621,668,1108,1105,1776,1,
20,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,15.254,668,535,531,1203,1,
21,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,16.867,765,752,748,1517,1,
21,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,13.676,765,599,595,1364,1,
21,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,27.848,765,1187,1183,1952,1,
22,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,13.633,652,487,484,1139,1,
22,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,8.8,652,282,278,934,1,
22,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,8.411,652,347,343,999,1,
23,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,8.616,633,336,332,969,1,
23,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,8.089,633,299,295,932,1,
23,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,6.905,633,262,258,895,1,
24,qwen3.8-max,S4,C,A,False,qwen3.8-max,qwen3.8-max,A,15.629,667,635,631,1302,1,
24,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,7.543,667,292,288,959,1,
24,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,7.918,667,314,310,981,1,
25,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,13.307,709,580,577,1289,1,
25,qwen3.8-max,S5,C,A,False,qwen3.8-max,qwen3.8-max,A,18.941,709,708,705,1417,1,
25,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,8.799,709,342,338,1051,1,
26,qwen3.8-max,S4,D,D,True,qwen3.8-max,qwen3.8-max,D,12.579,731,483,479,1214,1,
26,qwen3.8-max,S5,D,A,False,qwen3.8-max,qwen3.8-max,A,13.692,731,472,468,1203,1,
26,qwen3.8-max,S6,D,D,True,qwen3.8-max,qwen3.8-max,D,8.541,731,320,316,1051,1,
27,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,17.452,651,683,679,1334,1,
27,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.942,651,349,345,1000,1,
27,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,9.607,651,367,363,1018,1,
28,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,19.64,667,859,855,1526,1,
28,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,20.029,667,870,867,1537,1,
28,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,15.534,667,638,634,1305,1,
29,qwen3.8-max,S4,A,C,False,qwen3.8-max,qwen3.8-max,C,11.735,651,411,407,1062,1,
29,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,21.856,651,575,571,1226,1,
29,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,11.622,651,424,420,1075,1,
30,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,6.607,538,249,245,787,1,
30,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,6.013,538,211,207,749,1,
30,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,7.643,538,277,274,815,1,
31,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,23.353,712,986,982,1698,1,
31,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,16.783,712,660,657,1372,1,
31,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,21.232,712,825,821,1537,1,
32,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,7.209,620,290,287,910,1,
32,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,10.379,620,396,392,1016,1,
32,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,8.926,620,347,343,967,1,
33,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,13.113,685,521,517,1206,1,
33,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.209,685,285,281,970,1,
33,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,7.856,685,292,288,977,1,
34,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.25,541,212,208,753,1,
34,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,6.322,541,184,180,725,1,
34,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,6.092,541,210,206,751,1,
35,qwen3.8-max,S4,B,C,False,qwen3.8-max,qwen3.8-max,C,13.874,708,533,529,1241,1,
35,qwen3.8-max,S5,B,A,False,qwen3.8-max,qwen3.8-max,A,17.652,708,633,629,1341,1,
35,qwen3.8-max,S6,B,A,False,qwen3.8-max,qwen3.8-max,A,14.612,708,547,543,1255,1,
36,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,8.465,563,317,313,880,1,
36,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,8.321,563,321,317,884,1,
36,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,6.904,563,254,250,817,1,
37,qwen3.8-max,S4,B,A,False,qwen3.8-max,qwen3.8-max,A,26.649,594,1028,1024,1622,1,
37,qwen3.8-max,S5,B,A,False,qwen3.8-max,qwen3.8-max,A,14.799,594,606,602,1200,1,
37,qwen3.8-max,S6,B,A,False,qwen3.8-max,qwen3.8-max,A,32.941,594,1357,1354,1951,1,
38,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,9.157,686,328,324,1014,1,
38,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,7.373,686,291,287,977,1,
38,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,8.0,686,300,296,986,1,
39,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,5.977,535,213,210,748,1,
39,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,7.162,535,200,196,735,1,
39,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,5.322,535,166,163,701,1,
40,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,7.656,595,278,274,873,1,
40,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.709,595,344,340,939,1,
40,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,12.692,595,476,472,1071,1,
41,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,8.075,701,330,326,1031,1,
41,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,7.742,701,325,321,1026,1,
41,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,8.858,701,339,335,1040,1,
42,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,12.74,625,474,470,1099,1,
42,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,7.876,625,315,311,940,1,
42,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,7.565,625,294,290,919,1,
43,qwen3.8-max,S4,C,A,False,qwen3.8-max,qwen3.8-max,A,7.908,580,294,290,874,1,
43,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,10.282,580,413,409,993,1,
43,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,9.657,580,312,308,892,1,
44,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,8.613,514,313,309,827,1,
44,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.631,514,312,309,826,1,
44,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,12.861,514,454,450,968,1,
45,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,9.327,589,365,362,954,1,
45,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,8.797,589,317,314,906,1,
45,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,9.298,589,361,358,950,1,
46,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.607,624,247,244,871,1,
46,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,6.412,624,261,257,885,1,
46,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,5.79,624,204,200,828,1,
47,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,8.146,617,329,325,946,1,
47,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,11.459,617,483,479,1100,1,
47,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,8.523,617,352,349,969,1,
48,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,8.368,552,291,287,843,1,
48,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,6.975,552,243,240,795,1,
48,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,8.801,552,261,257,813,1,
49,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,9.452,609,349,345,958,1,
49,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,5.29,609,168,164,777,1,
49,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,7.347,609,232,228,841,1,
50,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.193,710,221,218,931,1,
50,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,5.797,710,216,212,926,1,
50,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,7.844,710,274,271,984,1,
51,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,16.38,709,676,672,1385,1,
51,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,14.0,709,562,558,1271,1,
51,qwen3.8-max,S6,B,C,False,qwen3.8-max,qwen3.8-max,C,9.901,709,361,357,1070,1,
52,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.559,786,246,242,1032,1,
52,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,8.329,786,312,308,1098,1,
52,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,6.513,786,241,237,1027,1,
53,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,12.204,587,523,519,1110,1,
53,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,8.341,587,361,357,948,1,
53,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,7.511,587,304,301,891,1,
54,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,11.102,673,445,441,1118,1,
54,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,12.119,673,474,470,1147,1,
54,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,18.637,673,796,792,1469,1,
55,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,8.719,653,308,304,961,1,
55,qwen3.8-max,S5,C,A,False,qwen3.8-max,qwen3.8-max,A,6.487,653,202,198,855,1,
55,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,5.007,653,146,142,799,1,
56,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,5.312,653,202,198,855,1,
56,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,4.512,653,156,152,809,1,
56,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,5.605,653,151,148,804,1,
57,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,6.127,571,213,210,784,1,
57,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,10.125,571,403,400,974,1,
57,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,11.761,571,422,419,993,1,
58,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,6.596,700,235,231,935,1,
58,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,9.66,700,336,333,1036,1,
58,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,8.182,700,277,273,977,1,
59,qwen3.8-max,S4,D,C,False,qwen3.8-max,qwen3.8-max,C,8.275,607,349,345,956,1,
59,qwen3.8-max,S5,D,C,False,qwen3.8-max,qwen3.8-max,C,9.476,607,329,325,936,1,
59,qwen3.8-max,S6,D,C,False,qwen3.8-max,qwen3.8-max,C,6.685,607,255,251,862,1,
60,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,7.906,633,304,300,937,1,
60,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,7.282,633,290,286,923,1,
60,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,8.073,633,268,264,901,1,
61,qwen3.8-max,S4,A,C,False,qwen3.8-max,qwen3.8-max,C,11.457,580,455,452,1035,1,
61,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.391,580,309,305,889,1,
61,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,12.805,580,524,521,1104,1,
62,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,7.641,690,308,305,998,1,
62,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,8.115,690,336,332,1026,1,
62,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,11.462,690,457,453,1147,1,
63,qwen3.8-max,S4,A,C,False,qwen3.8-max,qwen3.8-max,C,9.216,578,375,371,953,1,
63,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,7.32,578,285,281,863,1,
63,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,6.433,578,262,258,840,1,
64,qwen3.8-max,S4,B,A,False,qwen3.8-max,qwen3.8-max,A,13.726,646,513,509,1159,1,
64,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,16.135,646,658,654,1304,1,
64,qwen3.8-max,S6,B,A,False,qwen3.8-max,qwen3.8-max,A,23.358,646,895,891,1541,1,
65,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,9.436,626,367,363,993,1,
65,qwen3.8-max,S5,C,B,False,qwen3.8-max,qwen3.8-max,B,15.842,626,632,629,1258,1,
65,qwen3.8-max,S6,C,B,False,qwen3.8-max,qwen3.8-max,B,8.608,626,337,333,963,1,
66,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,5.544,520,223,219,743,1,
66,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,3.947,520,138,134,658,1,
66,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,4.043,520,132,129,652,1,
67,qwen3.8-max,S4,C,A,False,qwen3.8-max,qwen3.8-max,A,7.868,633,297,293,930,1,
67,qwen3.8-max,S5,C,A,False,qwen3.8-max,qwen3.8-max,A,21.554,633,859,855,1492,1,
67,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,5.752,633,177,174,810,1,
68,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,8.824,604,355,351,959,1,
68,qwen3.8-max,S5,B,A,False,qwen3.8-max,qwen3.8-max,A,8.86,604,363,359,967,1,
68,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,10.936,604,427,424,1031,1,
69,qwen3.8-max,S4,B,C,False,qwen3.8-max,qwen3.8-max,C,31.064,718,1339,1336,2057,1,
69,qwen3.8-max,S5,B,C,False,qwen3.8-max,qwen3.8-max,C,11.892,718,528,524,1246,1,
69,qwen3.8-max,S6,B,C,False,qwen3.8-max,qwen3.8-max,C,13.614,718,510,506,1228,1,
70,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,23.819,716,1076,1073,1792,1,
70,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,13.971,716,586,582,1302,1,
70,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,17.922,716,762,758,1478,1,
71,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,11.682,714,504,500,1218,1,
71,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,15.711,714,656,653,1370,1,
71,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,15.138,714,642,638,1356,1,
72,qwen3.8-max,S4,B,A,False,qwen3.8-max,qwen3.8-max,A,22.74,739,955,951,1694,1,
72,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,20.333,739,792,789,1531,1,
72,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,15.281,739,596,593,1335,1,
73,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.369,693,235,231,928,1,
73,qwen3.8-max,S5,C,A,False,qwen3.8-max,qwen3.8-max,A,7.989,693,275,271,968,1,
73,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,10.491,693,420,417,1113,1,
74,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,6.307,623,248,245,871,1,
74,qwen3.8-max,S5,A,A,True,qwen3.8-max,qwen3.8-max,A,7.382,623,283,280,906,1,
74,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,5.618,623,213,210,836,1,
75,qwen3.8-max,S4,C,A,False,qwen3.8-max,qwen3.8-max,A,7.802,642,290,286,932,1,
75,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,10.96,642,452,448,1094,1,
75,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,9.411,642,345,341,987,1,
76,qwen3.8-max,S4,C,B,False,qwen3.8-max,qwen3.8-max,B,22.555,694,985,981,1679,1,
76,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,17.254,694,730,727,1424,1,
76,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,10.877,694,446,443,1140,1,
77,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,13.905,729,598,595,1327,1,
77,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,10.727,729,414,410,1143,1,
77,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,8.572,729,347,343,1076,1,
78,qwen3.8-max,S4,B,B,True,qwen3.8-max,qwen3.8-max,B,9.754,708,386,382,1094,1,
78,qwen3.8-max,S5,B,B,True,qwen3.8-max,qwen3.8-max,B,9.723,708,412,408,1120,1,
78,qwen3.8-max,S6,B,B,True,qwen3.8-max,qwen3.8-max,B,14.261,708,552,548,1260,1,
79,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,6.762,615,268,264,883,1,
79,qwen3.8-max,S5,C,C,True,qwen3.8-max,qwen3.8-max,C,6.095,615,248,244,863,1,
79,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,6.513,615,257,253,872,1,
80,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,9.166,628,378,374,1006,1,
80,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,18.968,628,834,831,1462,1,
80,qwen3.8-max,S6,A,A,True,qwen3.8-max,qwen3.8-max,A,5.064,628,181,177,809,1,
81,qwen3.8-max,S4,A,A,True,qwen3.8-max,qwen3.8-max,A,12.923,657,504,500,1161,1,
81,qwen3.8-max,S5,A,C,False,qwen3.8-max,qwen3.8-max,C,9.927,657,367,363,1024,1,
81,qwen3.8-max,S6,A,C,False,qwen3.8-max,qwen3.8-max,C,9.976,657,367,363,1024,1,
82,qwen3.8-max,S4,B,C,False,qwen3.8-max,qwen3.8-max,C,33.653,627,1323,1319,1950,1,
82,qwen3.8-max,S5,B,C,False,qwen3.8-max,qwen3.8-max,C,9.153,627,398,395,1025,1,
82,qwen3.8-max,S6,B,C,False,qwen3.8-max,qwen3.8-max,C,9.769,627,324,320,951,1,
83,qwen3.8-max,S4,C,C,True,qwen3.8-max,qwen3.8-max,C,9.732,537,407,403,944,1,
83,qwen3.8-max,S5,C,B,False,qwen3.8-max,qwen3.8-max,B,10.315,537,447,443,984,1,
83,qwen3.8-max,S6,C,C,True,qwen3.8-max,qwen3.8-max,C,6.738,537,240,236,777,1,
