case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
12,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,7.702,594,3,0,597,1,
12,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,7.704,566,3,0,569,1,
12,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,4.187,584,56,53,640,1,
13,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.525,550,26,23,576,1,
13,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.538,523,24,21,547,1,
13,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,5.497,541,29,26,570,1,
14,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,4.944,595,24,21,619,1,
14,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,3.136,567,23,20,590,1,
14,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,3.662,585,36,33,621,1,
15,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.272,600,3,0,603,1,
15,glm-5.3,S2,C,D,False,glm-5.3,glm-5.3,D,2.682,569,3,0,572,1,
15,glm-5.3,S3,C,B,False,glm-5.3,glm-5.3,B,2.863,587,3,0,590,1,
16,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.85,509,3,0,512,1,
16,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.143,482,24,21,506,1,
16,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,2.755,500,3,0,503,1,
17,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.621,615,28,25,643,1,
17,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,2.264,587,20,17,607,1,
17,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,4.924,605,22,18,627,1,
18,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,4.983,531,17,14,548,1,
18,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,5.215,505,14,9,519,1,
18,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,3.596,523,3,0,526,1,
19,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,3.549,527,3,0,530,1,
19,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.39,497,3,0,500,1,
19,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,3.323,515,52,49,567,1,
20,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.567,615,27,24,642,1,
20,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.455,588,26,23,614,1,
20,glm-5.3,S3,C,B,False,glm-5.3,glm-5.3,B,3.223,606,60,57,666,1,
21,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,3.209,706,21,18,727,1,
21,glm-5.3,S2,B,A,False,glm-5.3,glm-5.3,A,3.009,674,3,0,677,1,
21,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,5.246,692,72,67,764,1,
22,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,3.798,616,14,11,630,1,
22,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,3.992,588,3,0,591,1,
22,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,4.674,606,39,36,645,1,
23,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,4.453,587,27,23,614,1,
23,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.903,557,24,21,581,1,
23,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,3.928,575,3,0,578,1,
24,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.378,643,3,0,646,1,
24,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,7.012,609,90,87,699,1,
24,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,5.819,627,3,0,630,1,
25,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,7.763,670,78,75,748,1,
25,glm-5.3,S2,C,A,False,glm-5.3,glm-5.3,A,4.759,636,3,0,639,1,
25,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,6.784,654,74,71,728,1,
26,glm-5.3,S1,D,B,False,glm-5.3,glm-5.3,B,3.324,695,3,0,698,1,
26,glm-5.3,S2,D,D,True,glm-5.3,glm-5.3,D,3.381,668,3,0,671,1,
26,glm-5.3,S3,D,D,True,glm-5.3,glm-5.3,D,3.318,686,27,24,713,1,
27,glm-5.3,S1,A,B,False,glm-5.3,glm-5.3,B,3.039,619,3,0,622,1,
27,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.191,589,67,64,656,1,
27,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.554,607,3,0,610,1,
28,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.334,601,3,0,604,1,
28,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,1.802,565,3,0,568,1,
28,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,2.393,583,3,0,586,1,
29,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.399,618,3,0,621,1,
29,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.399,584,3,0,587,1,
29,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.392,602,3,0,605,1,
30,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.131,514,16,13,530,1,
30,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.479,483,3,0,486,1,
30,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,4.955,501,3,0,504,1,
31,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,5.026,654,24,21,678,1,
31,glm-5.3,S2,C,B,False,glm-5.3,glm-5.3,B,4.973,624,22,19,646,1,
31,glm-5.3,S3,C,B,False,glm-5.3,glm-5.3,B,4.505,642,27,23,669,1,
32,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.491,622,20,16,642,1,
32,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.492,580,3,0,583,1,
32,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,4.942,598,64,60,662,1,
33,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.414,625,42,39,667,1,
33,glm-5.3,S2,A,A,True,glm-5.3,ZHIPU/GLM-5.3,A,3.708,592,3,0,595,1,
33,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.875,610,3,0,613,1,
34,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.649,512,3,0,515,1,
34,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.561,486,3,0,489,1,
34,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.232,504,3,0,507,1,
35,glm-5.3,S1,B,A,False,glm-5.3,glm-5.3,A,3.703,677,42,38,719,1,
35,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,2.41,649,3,0,652,1,
35,glm-5.3,S3,B,C,False,glm-5.3,glm-5.3,C,1.943,667,3,0,670,1,
36,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.405,528,22,19,550,1,
36,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,3.355,503,3,0,506,1,
36,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,3.198,521,42,36,563,1,
37,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,3.733,556,76,72,632,1,
37,glm-5.3,S2,B,A,False,glm-5.3,glm-5.3,A,4.167,520,77,74,597,1,
37,glm-5.3,S3,B,A,False,glm-5.3,glm-5.3,A,2.821,538,3,0,541,1,
38,glm-5.3,S1,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,2.836,633,3,0,636,1,
38,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,4.59,605,3,0,608,1,
38,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,4.343,623,3,0,626,1,
39,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.959,506,3,0,509,1,
39,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.528,476,3,0,479,1,
39,glm-5.3,S3,A,A,True,glm-5.3,ZHIPU/GLM-5.3,A,2.247,494,3,0,497,1,
40,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,5.545,566,3,0,569,1,
40,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.744,535,3,0,538,1,
40,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,4.732,553,3,0,556,1,
41,glm-5.3,S1,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,3.355,636,3,0,639,1,
41,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,5.03,607,27,23,634,1,
41,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,4.577,625,3,0,628,1,
42,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,4.257,583,3,0,586,1,
42,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.663,557,3,0,560,1,
42,glm-5.3,S3,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,5.424,575,3,0,578,1,
43,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.536,533,28,24,561,1,
43,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.338,506,3,0,509,1,
43,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,3.037,524,21,18,545,1,
44,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.718,489,3,0,492,1,
44,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.399,458,3,0,461,1,
44,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.21,476,3,0,479,1,
45,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.393,552,23,20,575,1,
45,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.752,526,3,0,529,1,
45,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.88,544,21,18,565,1,
46,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.451,593,3,0,596,1,
46,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,2.463,564,3,0,567,1,
46,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,4.938,582,3,0,585,1,
47,glm-5.3,S1,A,C,False,glm-5.3,glm-5.3,C,5.408,596,27,24,623,1,
47,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,5.391,565,34,31,599,1,
47,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,4.561,583,3,0,586,1,
48,glm-5.3,S1,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,2.658,537,31,27,568,1,
48,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,4.766,510,33,29,543,1,
48,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.975,528,36,33,564,1,
49,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.792,552,3,0,555,1,
49,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.639,525,3,0,528,1,
49,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.593,543,3,0,546,1,
50,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.225,673,3,0,676,1,
50,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.449,644,3,0,647,1,
50,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.481,662,3,0,665,1,
51,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,3.339,659,35,31,694,1,
51,glm-5.3,S2,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,3.667,630,29,25,659,1,
51,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,1.715,648,3,0,651,1,
52,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.305,746,3,0,749,1,
52,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.673,716,3,0,719,1,
52,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.432,734,3,0,737,1,
53,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.253,541,3,0,544,1,
53,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.401,505,3,0,508,1,
53,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.056,523,15,11,538,1,
54,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.962,630,3,0,633,1,
54,glm-5.3,S2,C,A,False,glm-5.3,glm-5.3,A,4.434,603,72,69,675,1,
54,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,3.627,621,42,38,663,1,
55,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.328,622,3,0,625,1,
55,glm-5.3,S2,C,A,False,glm-5.3,ZHIPU/GLM-5.3,A,2.341,591,3,0,594,1,
55,glm-5.3,S3,C,A,False,glm-5.3,glm-5.3,A,3.215,609,24,19,633,1,
56,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.822,623,3,0,626,1,
56,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,3.113,587,3,0,590,1,
56,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,3.587,605,3,0,608,1,
57,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.79,542,38,35,580,1,
57,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,5.781,517,50,47,567,1,
57,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,5.285,535,36,33,571,1,
58,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.225,678,3,0,681,1,
58,glm-5.3,S2,A,A,True,glm-5.3,ZHIPU/GLM-5.3,A,3.457,646,3,0,649,1,
58,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.355,664,3,0,667,1,
59,glm-5.3,S1,D,C,False,glm-5.3,glm-5.3,C,2.945,585,20,16,605,1,
59,glm-5.3,S2,D,C,False,glm-5.3,glm-5.3,C,2.72,546,18,15,564,1,
59,glm-5.3,S3,D,C,False,glm-5.3,glm-5.3,C,2.705,564,22,18,586,1,
60,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.193,599,15,12,614,1,
60,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,4.617,569,18,15,587,1,
60,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.72,587,3,0,590,1,
61,glm-5.3,S1,A,C,False,glm-5.3,glm-5.3,C,3.196,553,16,13,569,1,
61,glm-5.3,S2,A,B,False,glm-5.3,glm-5.3,B,2.796,515,3,0,518,1,
61,glm-5.3,S3,A,C,False,glm-5.3,glm-5.3,C,4.076,533,45,42,578,1,
62,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.465,659,73,69,732,1,
62,glm-5.3,S2,A,C,False,glm-5.3,glm-5.3,C,3.696,617,43,39,660,1,
62,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,3.214,635,35,32,670,1,
63,glm-5.3,S1,A,C,False,glm-5.3,glm-5.3,C,2.822,553,3,0,556,1,
63,glm-5.3,S2,A,C,False,glm-5.3,ZHIPU/GLM-5.3,C,2.376,522,3,0,525,1,
63,glm-5.3,S3,A,C,False,glm-5.3,glm-5.3,C,3.87,540,3,0,543,1,
64,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,4.189,607,3,0,610,1,
64,glm-5.3,S2,B,A,False,glm-5.3,glm-5.3,A,3.45,577,3,0,580,1,
64,glm-5.3,S3,B,A,False,glm-5.3,glm-5.3,A,3.447,595,3,0,598,1,
65,glm-5.3,S1,C,B,False,glm-5.3,ZHIPU/GLM-5.3,B,5.011,606,3,0,609,1,
65,glm-5.3,S2,C,B,False,glm-5.3,glm-5.3,B,3.492,576,34,31,610,1,
65,glm-5.3,S3,C,B,False,glm-5.3,glm-5.3,B,3.491,594,32,29,626,1,
66,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.393,472,3,0,475,1,
66,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.138,441,3,0,444,1,
66,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.623,459,3,0,462,1,
67,glm-5.3,S1,C,A,False,glm-5.3,glm-5.3,A,2.658,619,3,0,622,1,
67,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.84,584,23,20,607,1,
67,glm-5.3,S3,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,3.35,602,26,23,628,1,
68,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.311,566,30,26,596,1,
68,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,2.616,537,3,0,540,1,
68,glm-5.3,S3,B,A,False,glm-5.3,glm-5.3,A,2.72,555,10,7,565,1,
69,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.989,681,3,0,684,1,
69,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.928,651,50,47,701,1,
69,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,6.11,669,68,65,737,1,
70,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,6.402,663,3,0,666,1,
70,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,6.08,635,3,0,638,1,
70,glm-5.3,S3,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,3.989,653,23,20,676,1,
71,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,5.806,671,77,74,748,1,
71,glm-5.3,S2,A,B,False,glm-5.3,glm-5.3,B,3.051,641,3,0,644,1,
71,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,2.765,659,3,0,662,1,
72,glm-5.3,S1,B,A,False,glm-5.3,ZHIPU/GLM-5.3,A,2.402,686,3,0,689,1,
72,glm-5.3,S2,B,A,False,glm-5.3,glm-5.3,A,1.933,659,3,0,662,1,
72,glm-5.3,S3,B,A,False,glm-5.3,glm-5.3,A,3.893,677,3,0,680,1,
73,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,4.238,677,25,22,702,1,
73,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,4.576,637,23,19,660,1,
73,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,4.781,655,31,28,686,1,
74,glm-5.3,S1,A,A,True,glm-5.3,ZHIPU/GLM-5.3,A,2.371,583,3,0,586,1,
74,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,2.534,552,3,0,555,1,
74,glm-5.3,S3,A,A,True,glm-5.3,glm-5.3,A,3.628,570,3,0,573,1,
75,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.83,613,21,18,634,1,
75,glm-5.3,S2,C,A,False,glm-5.3,glm-5.3,A,3.385,584,3,0,587,1,
75,glm-5.3,S3,C,A,False,glm-5.3,glm-5.3,A,3.757,602,3,0,605,1,
76,glm-5.3,S1,C,B,False,glm-5.3,ZHIPU/GLM-5.3,B,12.58,659,3,0,662,1,
76,glm-5.3,S2,C,B,False,glm-5.3,glm-5.3,B,2.981,633,3,0,636,1,
76,glm-5.3,S3,C,B,False,glm-5.3,glm-5.3,B,2.431,651,3,0,654,1,
77,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.608,674,21,17,695,1,
77,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,2.396,648,3,0,651,1,
77,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,4.201,666,25,22,691,1,
78,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,4.129,663,3,0,666,1,
78,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,4.631,633,3,0,636,1,
78,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,4.144,651,3,0,654,1,
79,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.174,577,3,0,580,1,
79,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.247,545,3,0,548,1,
79,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.15,563,3,0,566,1,
80,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,3.391,593,3,0,596,1,
80,glm-5.3,S2,A,B,False,glm-5.3,glm-5.3,B,5.767,561,22,18,583,1,
80,glm-5.3,S3,A,B,False,glm-5.3,glm-5.3,B,5.582,579,34,31,613,1,
81,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,4.923,601,3,0,604,1,
81,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,4.256,570,3,0,573,1,
81,glm-5.3,S3,A,A,True,glm-5.3,ZHIPU/GLM-5.3,A,4.151,588,49,45,637,1,
82,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,6.149,591,54,50,645,1,
82,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,5.996,561,55,51,616,1,
82,glm-5.3,S3,B,C,False,glm-5.3,glm-5.3,C,4.522,579,3,0,582,1,
83,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,5.975,497,17,13,514,1,
83,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,2.95,466,3,0,469,1,
83,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,5.034,484,22,18,506,1,
84,glm-5.3,S1,B,B,True,glm-5.3,ZHIPU/GLM-5.3,B,5.505,575,46,42,621,1,
84,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.956,548,3,0,551,1,
84,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,5.453,566,40,37,606,1,
85,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,5.288,648,57,54,705,1,
85,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,3.324,619,3,0,622,1,
85,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,2.629,637,3,0,640,1,
86,glm-5.3,S1,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,3.319,718,3,0,721,1,
86,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.4,690,3,0,693,1,
86,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.413,708,13,10,721,1,
87,glm-5.3,S1,B,B,True,glm-5.3,glm-5.3,B,2.048,666,3,0,669,1,
87,glm-5.3,S2,B,B,True,glm-5.3,glm-5.3,B,2.534,638,3,0,641,1,
87,glm-5.3,S3,B,B,True,glm-5.3,glm-5.3,B,2.869,656,27,23,683,1,
88,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.035,608,32,29,640,1,
88,glm-5.3,S2,C,B,False,glm-5.3,glm-5.3,B,2.399,581,3,0,584,1,
88,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,4.906,599,90,85,689,1,
89,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,3.759,607,3,0,610,1,
89,glm-5.3,S2,A,A,True,glm-5.3,glm-5.3,A,3.106,580,18,15,598,1,
89,glm-5.3,S3,A,B,False,glm-5.3,glm-5.3,B,4.319,598,50,47,648,1,
90,glm-5.3,S1,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,2.824,443,26,23,469,1,
90,glm-5.3,S2,C,A,False,glm-5.3,glm-5.3,A,2.232,415,3,0,418,1,
90,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.482,433,3,0,436,1,
91,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,3.254,649,49,46,698,1,
91,glm-5.3,S2,C,C,True,glm-5.3,glm-5.3,C,2.964,623,30,27,653,1,
91,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,4.475,641,92,89,733,1,
92,glm-5.3,S1,C,C,True,glm-5.3,glm-5.3,C,2.006,624,3,0,627,1,
92,glm-5.3,S2,C,C,True,glm-5.3,ZHIPU/GLM-5.3,C,2.353,587,3,0,590,1,
92,glm-5.3,S3,C,C,True,glm-5.3,glm-5.3,C,2.785,605,18,15,623,1,
93,glm-5.3,S1,A,A,True,glm-5.3,glm-5.3,A,2.265,642,3,0,645,1,
