case_id,model,setting,gold,pred,correct,requested_model,returned_model,raw_output,latency,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,attempts,error
14,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,9.851,646,489,486,1135,1,
15,qwen3.8-max,S1,C,B,False,qwen3.8-max,qwen3.8-max,B,9.407,652,504,500,1156,1,
15,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,9.564,625,423,419,1048,1,
15,qwen3.8-max,S3,C,A,False,qwen3.8-max,qwen3.8-max,A,13.272,643,620,616,1263,1,
16,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,6.671,554,321,318,875,1,
16,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,7.048,532,304,300,836,1,
16,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,6.824,550,271,267,821,1,
17,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,11.265,656,504,500,1160,1,
17,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,12.807,637,627,624,1264,1,
17,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,9.791,655,536,532,1191,1,
18,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.591,572,272,268,844,1,
18,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,6.652,551,348,344,899,1,
18,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.027,569,309,305,878,1,
19,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,10.813,561,522,518,1083,1,
19,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,7.892,540,395,391,935,1,
19,qwen3.8-max,S3,A,C,False,qwen3.8-max,qwen3.8-max,C,5.167,558,232,228,790,1,
20,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,15.991,672,804,800,1476,1,
20,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,12.324,650,555,551,1205,1,
20,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,17.64,668,888,885,1556,1,
21,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,12.484,775,663,659,1438,1,
21,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,11.2,747,600,596,1347,1,
21,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,11.341,765,609,605,1374,1,
22,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,9.076,655,381,377,1036,1,
22,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,13.49,634,660,657,1294,1,
22,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,8.109,652,383,379,1035,1,
23,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,7.443,637,373,369,1010,1,
23,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,7.355,615,353,349,968,1,
23,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,7.653,633,373,369,1006,1,
24,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.777,677,257,253,934,1,
24,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,5.774,649,258,254,907,1,
24,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.996,667,319,315,986,1,
25,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,7.744,719,335,331,1054,1,
25,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,7.238,691,340,336,1031,1,
25,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,11.961,709,586,583,1295,1,
26,qwen3.8-max,S1,D,D,True,qwen3.8-max,qwen3.8-max,D,8.477,732,405,402,1137,1,
26,qwen3.8-max,S2,D,D,True,qwen3.8-max,qwen3.8-max,D,7.037,713,310,306,1023,1,
26,qwen3.8-max,S3,D,D,True,qwen3.8-max,qwen3.8-max,D,7.374,731,339,335,1070,1,
27,qwen3.8-max,S1,A,B,False,qwen3.8-max,qwen3.8-max,B,7.078,656,331,328,987,1,
27,qwen3.8-max,S2,A,B,False,qwen3.8-max,qwen3.8-max,B,14.414,633,699,695,1332,1,
27,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,9.302,651,446,442,1097,1,
28,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,10.778,679,526,522,1205,1,
28,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,12.076,649,687,683,1336,1,
28,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,11.388,667,577,573,1244,1,
29,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,5.45,660,236,233,896,1,
29,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,8.81,633,424,421,1057,1,
29,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,6.002,651,242,238,893,1,
30,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,5.049,546,222,219,768,1,
30,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,6.365,520,280,277,800,1,
30,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,5.247,538,238,234,776,1,
31,qwen3.8-max,S1,C,B,False,qwen3.8-max,qwen3.8-max,B,21.73,720,1040,1036,1760,1,
31,qwen3.8-max,S2,C,B,False,qwen3.8-max,qwen3.8-max,B,13.937,694,641,637,1335,1,
31,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,11.962,712,633,629,1345,1,
32,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,6.195,640,289,285,929,1,
32,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,5.736,602,264,260,866,1,
32,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,7.91,620,390,386,1010,1,
33,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,8.92,696,452,448,1148,1,
33,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,6.866,667,331,328,998,1,
33,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,7.303,685,314,311,999,1,
34,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,4.542,550,189,185,739,1,
34,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,4.24,523,179,175,702,1,
34,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.202,541,247,243,788,1,
35,qwen3.8-max,S1,B,A,False,qwen3.8-max,qwen3.8-max,A,10.219,713,478,474,1191,1,
35,qwen3.8-max,S2,B,A,False,qwen3.8-max,qwen3.8-max,A,13.286,690,679,675,1369,1,
35,qwen3.8-max,S3,B,A,False,qwen3.8-max,qwen3.8-max,A,20.647,708,1019,1015,1727,1,
36,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.484,570,240,236,810,1,
36,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,4.786,545,198,194,743,1,
36,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.192,563,256,252,819,1,
37,qwen3.8-max,S1,B,A,False,qwen3.8-max,qwen3.8-max,A,15.519,607,774,770,1381,1,
37,qwen3.8-max,S2,B,A,False,qwen3.8-max,qwen3.8-max,A,16.032,576,842,839,1418,1,
37,qwen3.8-max,S3,B,A,False,qwen3.8-max,qwen3.8-max,A,9.506,594,482,478,1076,1,
38,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,7.987,691,361,357,1052,1,
38,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,9.91,668,424,420,1092,1,
38,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,9.154,686,373,369,1059,1,
39,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,4.997,544,192,189,736,1,
39,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,4.733,517,206,203,723,1,
39,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,4.843,535,203,199,738,1,
40,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,5.956,600,279,275,879,1,
40,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,6.002,577,278,275,855,1,
40,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,9.12,595,423,419,1018,1,
41,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,6.453,707,342,338,1049,1,
41,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,6.318,683,326,323,1009,1,
41,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,7.765,701,308,304,1009,1,
42,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,6.758,628,313,309,941,1,
42,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,6.3,607,307,304,914,1,
42,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,11.119,625,544,541,1169,1,
43,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,8.288,585,395,391,980,1,
43,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,5.018,562,216,212,778,1,
43,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,8.345,580,393,389,973,1,
44,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,5.507,523,242,238,765,1,
44,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,7.124,496,312,308,808,1,
44,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,6.756,514,317,313,831,1,
45,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,9.311,593,392,389,985,1,
45,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,7.5,571,356,352,927,1,
45,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.438,589,312,308,901,1,
46,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.141,630,226,222,856,1,
46,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,5.374,606,243,239,849,1,
46,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.534,624,248,244,872,1,
47,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,7.467,624,356,352,980,1,
47,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,7.484,599,382,378,981,1,
47,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,13.002,617,582,578,1199,1,
48,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.85,554,225,221,779,1,
48,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,5.791,534,271,267,805,1,
48,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,5.114,552,213,209,765,1,
49,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,6.808,613,315,311,928,1,
49,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,6.781,591,314,311,905,1,
49,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,6.09,609,265,261,874,1,
50,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,3.937,718,168,164,886,1,
50,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,5.468,692,223,219,915,1,
50,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,5.676,710,278,274,988,1,
51,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,12.651,714,658,654,1372,1,
51,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,13.802,691,664,661,1355,1,
51,qwen3.8-max,S3,B,C,False,qwen3.8-max,qwen3.8-max,C,8.223,709,403,399,1112,1,
52,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.535,789,236,232,1025,1,
52,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,8.008,768,289,285,1057,1,
52,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.531,786,279,276,1065,1,
53,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,7.066,597,345,341,942,1,
53,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,8.032,569,398,394,967,1,
53,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,7.158,587,371,368,958,1,
54,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,11.506,678,595,591,1273,1,
54,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,10.205,655,498,494,1153,1,
54,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,12.402,673,649,646,1322,1,
55,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.562,661,288,284,949,1,
55,qwen3.8-max,S2,C,A,False,qwen3.8-max,qwen3.8-max,A,6.457,635,301,297,936,1,
55,qwen3.8-max,S3,C,A,False,qwen3.8-max,qwen3.8-max,A,4.665,653,198,195,851,1,
56,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,4.178,664,168,164,832,1,
56,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,4.658,635,217,213,852,1,
56,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,4.095,653,182,178,835,1,
57,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,3.962,569,155,152,724,1,
57,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,8.659,553,392,388,945,1,
57,qwen3.8-max,S3,A,C,False,qwen3.8-max,qwen3.8-max,C,7.352,571,323,319,894,1,
58,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,5.923,711,254,250,965,1,
58,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,5.884,682,233,230,915,1,
58,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,7.551,700,380,377,1080,1,
59,qwen3.8-max,S1,D,C,False,qwen3.8-max,qwen3.8-max,C,8.029,624,375,371,999,1,
59,qwen3.8-max,S2,D,C,False,qwen3.8-max,qwen3.8-max,C,16.747,589,787,783,1376,1,
59,qwen3.8-max,S3,D,C,False,qwen3.8-max,qwen3.8-max,C,8.073,607,341,337,948,1,
60,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,5.705,636,250,246,886,1,
60,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,6.03,615,255,252,870,1,
60,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,5.722,633,261,257,894,1,
61,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,15.411,596,666,663,1262,1,
61,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,9.207,562,383,379,945,1,
61,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,16.279,580,791,787,1371,1,
62,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,6.465,707,306,302,1013,1,
62,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,13.366,672,661,657,1333,1,
62,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,10.206,690,498,494,1188,1,
63,qwen3.8-max,S1,A,C,False,qwen3.8-max,qwen3.8-max,C,5.962,582,223,219,805,1,
63,qwen3.8-max,S2,A,C,False,qwen3.8-max,qwen3.8-max,C,6.792,560,300,296,860,1,
63,qwen3.8-max,S3,A,C,False,qwen3.8-max,qwen3.8-max,C,5.723,578,272,269,850,1,
64,qwen3.8-max,S1,B,A,False,qwen3.8-max,qwen3.8-max,A,16.947,651,748,744,1399,1,
64,qwen3.8-max,S2,B,A,False,qwen3.8-max,qwen3.8-max,A,19.815,628,860,856,1488,1,
64,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,18.731,646,866,862,1512,1,
65,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,12.604,631,530,526,1161,1,
65,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,16.406,608,781,777,1389,1,
65,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,7.456,626,309,305,935,1,
66,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,4.365,528,189,185,717,1,
66,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,5.362,502,201,198,703,1,
66,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,3.733,520,121,118,641,1,
67,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.65,644,283,279,927,1,
67,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,13.856,615,627,623,1242,1,
67,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,12.422,633,516,512,1149,1,
68,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,11.821,609,501,497,1110,1,
68,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,7.37,586,299,295,885,1,
68,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,20.469,604,794,790,1398,1,
69,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,27.626,726,1009,1005,1735,1,
69,qwen3.8-max,S2,B,C,False,qwen3.8-max,qwen3.8-max,C,16.454,700,680,676,1380,1,
69,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,21.135,718,866,863,1584,1,
70,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,16.614,719,713,709,1432,1,
70,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,21.726,698,921,918,1619,1,
70,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,23.351,716,893,889,1609,1,
71,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,28.987,722,1296,1292,2018,1,
71,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,16.193,696,684,680,1380,1,
71,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,19.964,714,777,774,1491,1,
72,qwen3.8-max,S1,B,A,False,qwen3.8-max,qwen3.8-max,A,15.732,738,630,626,1368,1,
72,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,21.947,721,910,907,1631,1,
72,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,16.546,739,663,660,1402,1,
73,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,8.138,710,264,261,974,1,
73,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,12.505,675,468,464,1143,1,
73,qwen3.8-max,S3,C,A,False,qwen3.8-max,qwen3.8-max,A,15.659,693,575,572,1268,1,
74,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,6.478,630,210,207,840,1,
74,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,5.707,605,221,218,826,1,
74,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,5.495,623,191,187,814,1,
75,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.367,646,229,225,875,1,
75,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,9.665,624,382,378,1006,1,
75,qwen3.8-max,S3,C,A,False,qwen3.8-max,qwen3.8-max,A,8.308,642,311,308,953,1,
76,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,10.367,697,402,399,1099,1,
76,qwen3.8-max,S2,C,B,False,qwen3.8-max,qwen3.8-max,B,24.306,676,982,978,1658,1,
76,qwen3.8-max,S3,C,A,False,qwen3.8-max,qwen3.8-max,A,21.838,694,879,875,1573,1,
77,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,9.211,732,323,319,1055,1,
77,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,9.071,711,356,352,1067,1,
77,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,7.918,729,327,323,1056,1,
78,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,15.257,710,632,629,1342,1,
78,qwen3.8-max,S2,B,B,True,qwen3.8-max,qwen3.8-max,B,11.485,690,472,468,1162,1,
78,qwen3.8-max,S3,B,B,True,qwen3.8-max,qwen3.8-max,B,11.801,708,433,429,1141,1,
79,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.812,625,229,225,854,1,
79,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,6.022,597,231,227,828,1,
79,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,6.496,615,239,235,854,1,
80,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,9.169,637,347,343,984,1,
80,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,14.389,610,553,550,1163,1,
80,qwen3.8-max,S3,A,A,True,qwen3.8-max,qwen3.8-max,A,12.187,628,447,444,1075,1,
81,qwen3.8-max,S1,A,A,True,qwen3.8-max,qwen3.8-max,A,7.895,663,285,282,948,1,
81,qwen3.8-max,S2,A,A,True,qwen3.8-max,qwen3.8-max,A,9.865,639,379,375,1018,1,
81,qwen3.8-max,S3,A,C,False,qwen3.8-max,qwen3.8-max,C,15.363,657,545,541,1202,1,
82,qwen3.8-max,S1,B,B,True,qwen3.8-max,qwen3.8-max,B,29.36,633,1145,1142,1778,1,
82,qwen3.8-max,S2,B,C,False,qwen3.8-max,qwen3.8-max,C,8.484,609,343,339,952,1,
82,qwen3.8-max,S3,B,C,False,qwen3.8-max,qwen3.8-max,C,9.839,627,428,425,1055,1,
83,qwen3.8-max,S1,C,C,True,qwen3.8-max,qwen3.8-max,C,6.028,546,240,237,786,1,
83,qwen3.8-max,S2,C,C,True,qwen3.8-max,qwen3.8-max,C,7.558,519,307,303,826,1,
83,qwen3.8-max,S3,C,C,True,qwen3.8-max,qwen3.8-max,C,14.099,537,541,537,1078,1,
